,house_type,house_type_2,rooms,m2,elevator,garage,neighborhood,district,price,prediction_label,error
12364,planta 1,exterior,4,280.0,True,True,Jerónimos,retiro,2000000,1699215.0,300785.0
4704,planta 3,exterior,5,300.0,False,False,Palacio,centro,2199000,1828110.0,370890.0
12579,planta 3,exterior,3,106.0,True,False,Pacífico,retiro,599000,563995.3133333334,35004.68666666665
5078,planta 7,exterior,3,102.0,True,False,Prosperidad,chamartin,479000,492379.9,-13379.900000000023
15847,planta 3,exterior,3,61.0,False,False,Los Ángeles,villaverde,120000,122115.9857142857,-2115.985714285707
4541,planta 3,interior,2,50.0,False,False,Palacio,centro,235000,243540.0,-8540.0
943,entreplanta,exterior,2,80.0,True,False,Goya,barrio de salamanca,655000,638302.3809523811,16697.619047618937
4611,planta 1,interior,1,30.0,False,False,Lavapiés-Embajadores,centro,124500,128846.66666666669,-4346.666666666686
10267,bajo,exterior,1,45.0,True,False,Puerta del Ángel,latina,184000,153889.48,30110.51999999999
6508,bajo,interior,3,179.0,True,False,Almagro,chamberi,850000,906649.0,-56649.0
6684,planta 4,exterior,3,90.0,True,False,Arapiles,chamberi,579000,546450.0,32550.0
11462,planta 5,exterior,2,92.0,True,True,Palomeras sureste,puente-de-vallecas,350000,313570.0,36430.0
12345,planta 1,exterior,3,119.0,True,False,Ibiza,retiro,690000,681345.0,8655.0
4414,planta 2,exterior,2,38.0,False,False,Malasaña-Universidad,centro,189000,190308.0,-1308.0
12808,planta 4,exterior,2,60.0,False,False,Hellín,san-blas,121000,155715.7,-34715.70000000001
13112,planta 4,exterior,2,93.0,True,True,Rejas,san-blas,305000,388990.5,-83990.5
14883,planta 2,exterior,3,83.0,False,False,Ambroz,vicalvaro,162000,179946.6,-17946.600000000006
12810,planta 1,exterior,4,100.0,False,False,Arcos,san-blas,217260,227503.0,-10243.0
13849,planta 4,exterior,4,280.0,True,True,Cuatro Caminos,tetuan,1325000,1194809.33,130190.66999999993
3291,bajo,exterior,2,123.0,True,False,San Isidro,carabanchel,280000,280287.76,-287.7600000000093
10704,bajo,exterior,1,88.0,True,True,Valdemarín,moncloa,319900,356762.5,-36862.5
2739,bajo,exterior,2,46.0,False,False,San Isidro,carabanchel,75000,77262.91904761904,-2262.9190476190415
1637,planta 3,exterior,3,390.0,True,False,Castellana,barrio de salamanca,4750000,4690000.0,60000.0
15217,planta 1,exterior,3,74.0,False,True,Casco Histórico de Vallecas,villa-de-vallecas,180000,166068.6666666667,13931.333333333314
14493,planta 1,exterior,3,70.0,False,False,Pradolongo,usera,210000,187375.0,22625.0
3908,planta 4,exterior,2,112.0,True,False,Chueca-Justicia,centro,995000,987399.0,7601.0
2467,planta 3,exterior,3,160.0,True,True,Lista,barrio de salamanca,960000,966700.0,-6700.0
5656,planta 1,exterior,4,135.0,True,False,Prosperidad,chamartin,440000,440800.0,-800.0
7672,planta 7,exterior,3,126.0,True,False,San Pascual,ciudad lineal,525000,523455.5238095238,1544.4761904762127
11726,planta 1,exterior,3,102.0,True,False,Numancia,puente-de-vallecas,290000,230713.4,59286.600000000006
854,planta 3,exterior,4,200.0,True,False,Goya,barrio de salamanca,1600000,1511082.39,88917.6100000001
4665,planta 1,exterior,4,140.0,True,False,Malasaña-Universidad,centro,559000,563084.2333333334,-4084.2333333333954
4915,planta 2,exterior,2,95.0,True,False,El Viso,chamartin,790000,744923.4285714286,45076.57142857136
7547,planta 4,exterior,3,62.0,False,False,Pueblo Nuevo,ciudad lineal,155000,156128.89285714284,-1128.8928571428405
539,planta 2,interior,2,43.0,False,False,Palos de Moguer,Arganzuela,175000,174539.0,461.0
4941,planta 1,exterior,5,222.0,True,False,El Viso,chamartin,1490000,1918030.0,-428030.0
4918,chalet,exterior,4,333.0,False,True,Chalet adosado en Nueva España,chamartin,2300000,2286950.0,13050.0
13644,bajo,exterior,2,89.0,True,False,Ventilla-Almenara,tetuan,480000,410019.0,69981.0
10209,planta 3,exterior,3,80.0,False,False,Lucero,latina,165000,161266.6666666667,3733.333333333314
12242,planta 1,exterior,3,153.0,True,False,Pacífico,retiro,795000,759088.0,35912.0
3854,planta 3,interior,1,41.0,False,False,Palacio,centro,157000,157000.0,0.0
9461,chalet,exterior,5,270.0,False,True,Chalet adosado en Conde Orgaz-Piovera,hortaleza,1300000,1375410.0,-75410.0
8383,chalet,exterior,8,636.0,False,True,Chalet adosado en Peñagrande,fuencarral,1237000,1226336.48,10663.520000000019
8538,planta 2,exterior,3,146.0,True,False,La Paz,fuencarral,549000,539923.15,9076.849999999977
3733,planta 2,exterior,4,136.0,True,False,Palacio,centro,850000,806944.49,43055.51000000001
1277,planta 2,exterior,4,199.0,True,False,Lista,barrio de salamanca,1795000,1203290.12,591709.8799999999
5144,planta 4,exterior,4,194.0,True,False,Nueva España,chamartin,1076900,1142135.0,-65235.0
8665,planta 2,exterior,4,125.0,True,True,Peñagrande,fuencarral,468000,548455.32,-80455.31999999995
13411,planta 1,interior,1,51.0,True,True,Cuzco-Castillejos,tetuan,299000,312713.0,-13713.0
11169,planta 3,exterior,3,73.0,False,False,Vinateros,moratalaz,195000,188844.0,6156.0
10173,bajo,exterior,3,69.0,False,False,Puerta del Ángel,latina,155000,157582.1475,-2582.147499999992
3709,planta 1,exterior,3,110.0,False,False,Malasaña-Universidad,centro,565000,536025.0,28975.0
15460,planta 1,exterior,3,65.0,False,False,Casco Histórico de Vallecas,villa-de-vallecas,119000,123112.35,-4112.350000000006
417,planta 6,exterior,3,103.0,True,True,Legazpi,Arganzuela,580000,569833.5266666666,10166.473333333386
2297,planta 1,exterior,4,165.0,True,True,Guindalera,barrio de salamanca,650000,654866.8,-4866.800000000047
7981,planta 1,exterior,3,107.0,False,False,Pueblo Nuevo,ciudad lineal,279000,247544.00000000003,31455.99999999997
1567,planta 6,exterior,4,247.0,True,False,Castellana,barrio de salamanca,2650000,2677299.9999999995,-27299.999999999534
8061,planta 1,exterior,1,39.0,True,False,Colina,ciudad lineal,240000,233184.95,6815.049999999988
14037,planta 5,interior,1,25.0,True,False,Cuatro Caminos,tetuan,160000,153088.0,6912.0
10620,planta 4,exterior,3,69.0,False,False,Valdezarza,moncloa,200000,210553.0,-10553.0
14789,bajo,interior,1,49.0,False,False,Zofío,usera,80000,107424.93714285715,-27424.937142857147
8104,planta 3,exterior,3,67.0,False,False,Pueblo Nuevo,ciudad lineal,144900,156226.75333333333,-11326.753333333327
7374,planta 1,exterior,3,120.0,True,True,Costillares,ciudad lineal,560000,578973.0,-18973.0
6791,planta 5,interior,4,104.0,True,False,Almagro,chamberi,710000,731654.0,-21654.0
14359,planta 3,exterior,3,100.0,True,False,Moscardó,usera,235000,235471.13,-471.13000000000466
8845,planta 3,exterior,2,68.0,True,True,Canillas,hortaleza,305000,313154.0,-8154.0
11164,bajo,exterior,1,32.0,False,False,Marroquina,moratalaz,135000,138225.5,-3225.5
8283,bajo,exterior,2,47.0,False,False,Pilar,fuencarral,175000,141115.0,33885.0
7271,planta 3,exterior,2,65.0,False,False,Ventas,ciudad lineal,169000,159464.0,9536.0
13211,planta 2,exterior,1,65.0,True,True,Rejas,san-blas,220000,284537.6666666667,-64537.666666666686
13483,planta 1,exterior,3,100.0,True,True,Cuatro Caminos,tetuan,565000,548368.9,16631.099999999977
15470,bajo,exterior,1,32.0,False,False,Ensanche de Vallecas - La Gavia,villa-de-vallecas,70000,82453.66666666666,-12453.666666666657
3456,planta 1,exterior,3,84.0,False,False,Opañel,carabanchel,186000,182750.9,3249.100000000006
11885,planta 2,exterior,4,131.0,False,False,Numancia,puente-de-vallecas,175000,209304.0,-34304.0
8933,planta 11,exterior,3,164.0,True,True,Sanchinarro,hortaleza,404000,544299.0,-140299.0
13556,planta 4,interior,2,49.0,False,False,Bellas Vistas,tetuan,170000,164719.0,5281.0
10523,planta 6,exterior,5,210.0,True,True,Casa de Campo,moncloa,890000,896707.6,-6707.599999999977
12489,planta 3,interior,1,37.0,True,False,Pacífico,retiro,195000,203473.8333333333,-8473.833333333314
5500,planta 1,exterior,5,222.0,True,False,El Viso,chamartin,1490000,1918030.0,-428030.0
12062,bajo,exterior,3,280.0,True,True,Jerónimos,retiro,2450000,1754940.0,695060.0
7387,bajo,exterior,1,60.0,True,False,Concepción,ciudad lineal,149000,177622.33333333337,-28622.333333333372
1953,planta 6,exterior,3,121.0,True,False,Lista,barrio de salamanca,1000000,915328.0,84672.0
1793,bajo,exterior,2,52.0,False,False,Goya,barrio de salamanca,259000,269527.63666666666,-10527.636666666658
1409,planta 2,exterior,3,145.0,True,False,Recoletos,barrio de salamanca,1500000,1482240.0,17760.0
10643,planta 3,exterior,3,127.0,True,True,Ciudad Universitaria,moncloa,750000,688422.5,61577.5
6678,planta 3,exterior,1,90.0,True,False,Almagro,chamberi,625000,666323.6666666666,-41323.66666666663
3112,planta 3,exterior,3,181.0,True,True,Ático en Puerta Bonita,carabanchel,450000,688314.5,-238314.5
14044,planta 6,exterior,4,131.0,True,False,Ventilla-Almenara,tetuan,499000,501209.8,-2209.7999999999884
10475,casa,exterior,7,825.0,False,True,El Plantío,moncloa,3200000,3094760.0,105240.0
2860,planta 3,exterior,2,65.0,True,False,San Isidro,carabanchel,185000,183828.09,1171.9100000000035
12594,planta 1,exterior,1,75.0,True,True,Rosas,san-blas,268000,278159.99,-10159.98999999999
11314,planta 1,exterior,1,76.0,True,False,San Diego,puente-de-vallecas,97800,148533.03333333333,-50733.033333333326
13579,planta 1,exterior,3,60.0,False,True,Valdeacederas,tetuan,240000,226090.46,13909.540000000008
8220,planta 2,exterior,3,121.0,True,True,Las Tablas,fuencarral,560000,530931.58,29068.420000000042
4341,planta 1,exterior,4,384.0,True,True,Huertas-Cortes,centro,1800000,1807500.0,-7500.0
15835,planta 4,exterior,3,75.0,False,False,Villaverde Alto,villaverde,119000,112031.86,6968.139999999999
4686,planta 3,interior,1,37.0,True,False,Lavapiés-Embajadores,centro,220000,202911.0,17089.0
9913,planta 7,exterior,3,95.0,True,False,Águilas,latina,216000,220621.0,-4621.0
14311,planta 1,interior,1,46.0,True,False,Cuatro Caminos,tetuan,185000,233902.0,-48902.0
2736,planta 2,exterior,3,122.0,True,True,Puerta Bonita,carabanchel,315000,309377.14,5622.859999999986
2711,planta 3,exterior,2,49.0,False,False,Vista Alegre,carabanchel,110000,111674.81333333332,-1674.8133333333244
2314,planta 2,exterior,3,287.0,True,True,Castellana,barrio de salamanca,2295000,2114200.0,180800.0
7795,planta 1,exterior,3,63.0,True,False,Pueblo Nuevo,ciudad lineal,150000,193430.0,-43430.0
13388,bajo,exterior,1,59.0,False,False,Valdeacederas,tetuan,150000,156531.0,-6531.0
3354,planta 2,exterior,3,95.0,True,False,Comillas,carabanchel,299000,210341.99,88658.01000000001
7788,planta 6,exterior,3,125.0,True,True,San Pascual,ciudad lineal,325000,443758.0,-118758.0
8575,casa,exterior,3,328.0,False,True,Tres Olivos - Valverde,fuencarral,480000,632709.99,-152709.99
8437,planta 2,exterior,3,252.0,True,True,Mirasierra,fuencarral,1065000,1184165.0,-119165.0
9185,planta 5,exterior,4,132.0,True,True,Sanchinarro,hortaleza,560000,580258.3333333334,-20258.333333333372
10070,bajo,exterior,2,54.0,False,False,Puerta del Ángel,latina,157200,152619.25,4580.75
10237,planta 4,exterior,1,60.0,False,False,Campamento,latina,104900,130746.5,-25846.5
2421,planta 6,exterior,3,127.0,True,False,Lista,barrio de salamanca,950000,955039.0,-5039.0
1977,planta 1,interior,2,52.0,True,False,Castellana,barrio de salamanca,420000,424931.65956592426,-4931.659565924259
7845,planta 6,exterior,4,164.0,True,False,Costillares,ciudad lineal,639000,643337.5841236507,-4337.584123650682
3215,planta 9,exterior,3,88.0,True,False,Opañel,carabanchel,245000,236197.29,8802.709999999992
2605,planta 5,exterior,2,140.0,True,False,Goya,barrio de salamanca,1495000,1348640.0,146360.0
3510,planta 3,exterior,3,84.0,True,False,Opañel,carabanchel,230000,240960.28,-10960.279999999999
7455,planta 3,exterior,2,95.0,True,True,San Pascual,ciudad lineal,352000,388582.08,-36582.080000000016
11815,planta 3,exterior,3,75.0,False,False,Palomeras Bajas,puente-de-vallecas,157200,160313.5,-3113.5
2407,bajo,exterior,2,97.0,True,False,Dúplex en Lista,barrio de salamanca,599800,564902.0,34898.0
8045,planta 4,exterior,2,78.0,True,False,Pueblo Nuevo,ciudad lineal,295000,241055.78666666665,53944.21333333335
10790,planta 5,exterior,7,261.0,True,False,Argüelles,moncloa,1100000,1185540.0,-85540.0
1852,planta 2,exterior,3,269.0,True,True,Goya,barrio de salamanca,2100000,1810830.0,289170.0
9773,planta 4,exterior,2,69.0,False,False,Puerta del Ángel,latina,125000,140448.28233333334,-15448.282333333336
10376,casa,exterior,16,1.308,False,True,Casa o chalet independiente en Aravaca,moncloa,2800000,3594144.0,-794144.0
9893,bajo,exterior,2,75.0,True,False,Águilas,latina,157000,170970.0,-13970.0
8641,planta 4,exterior,4,140.0,True,True,Pilar,fuencarral,425000,430219.0,-5219.0
14996,planta 6,exterior,3,118.0,True,True,El Cañaveral,vicalvaro,406900,397017.95,9882.049999999988
1533,planta 1,exterior,5,225.0,True,False,Guindalera,barrio de salamanca,900000,930485.0,-30485.0
11572,planta 1,exterior,2,58.0,True,False,Numancia,puente-de-vallecas,127000,137989.0,-10989.0
6061,planta 7,exterior,6,229.0,True,True,Vallehermoso,chamberi,940000,994044.0,-54044.0
5534,planta 3,exterior,4,310.0,True,True,Nueva España,chamartin,2300000,2305283.333333333,-5283.333333333023
1956,bajo,exterior,2,50.0,False,False,Fuente del Berro,barrio de salamanca,170000,194508.0,-24508.0
11172,bajo,exterior,2,51.0,True,False,Media Legua,moratalaz,175000,166939.25,8060.75
11503,bajo,exterior,2,59.0,True,False,Numancia,puente-de-vallecas,159500,146239.5,13260.5
524,planta 1,exterior,2,49.0,True,False,Delicias,Arganzuela,229100,219022.99,10077.01000000001
15346,planta 2,exterior,3,75.0,False,False,Casco Histórico de Vallecas,villa-de-vallecas,154900,146086.91666666666,8813.083333333343
9229,planta 1,exterior,4,178.0,True,True,Palomas,hortaleza,860900,866209.2,-5309.199999999953
5696,planta 4,exterior,3,89.0,True,False,Prosperidad,chamartin,395000,400900.0,-5900.0
12976,planta 1,exterior,2,80.0,True,False,Canillejas,san-blas,299000,264119.38,34880.619999999995
6769,planta 4,exterior,5,596.0,True,True,Nuevos Ministerios-Ríos Rosas,chamberi,3190000,3205975.0,-15975.0
12669,planta 2,exterior,3,69.0,False,False,Simancas,san-blas,215000,201029.22000000003,13970.77999999997
12748,planta 1,exterior,2,64.0,False,False,Simancas,san-blas,145000,212787.46666666667,-67787.46666666667
13577,planta 1,interior,1,36.0,False,False,Valdeacederas,tetuan,165000,155265.0,9735.0
7515,planta 1,exterior,2,81.0,True,True,Costillares,ciudad lineal,395000,410913.32333333336,-15913.323333333363
10981,planta 1,exterior,4,342.0,True,True,Argüelles,moncloa,2300000,2057530.0,242470.0
10277,planta 3,exterior,2,100.0,False,False,Puerta del Ángel,latina,300000,270402.0,29598.0
2011,planta 4,exterior,3,176.0,True,False,Castellana,barrio de salamanca,1395000,1451800.0,-56800.0
5567,planta 7,exterior,4,235.0,True,False,El Viso,chamartin,2400000,2184250.0,215750.0
1778,planta 6,exterior,5,656.0,True,True,Castellana,barrio de salamanca,5300000,5552000.0,-252000.0
13503,planta 3,exterior,1,68.0,True,False,Valdeacederas,tetuan,310000,297910.89,12089.109999999986
9313,planta 4,exterior,3,60.0,False,False,Pinar del Rey,hortaleza,159000,153716.12,5283.880000000005
6157,planta 6,exterior,6,297.0,True,True,Almagro,chamberi,1900000,2073860.0,-173860.0
7305,planta 4,exterior,3,98.0,True,True,Costillares,ciudad lineal,539000,541852.0,-2852.0
5881,planta 1,exterior,3,130.0,True,False,Gaztambide,chamberi,820000,763869.9,56130.09999999998
2746,planta 1,exterior,3,74.0,False,False,Vista Alegre,carabanchel,140500,141395.64333333334,-895.6433333333407
11466,planta 4,exterior,2,65.0,True,False,Palomeras sureste,puente-de-vallecas,125000,138579.0,-13579.0
3103,planta 8,interior,3,93.0,True,False,Comillas,carabanchel,340000,296403.38,43596.619999999995
8003,planta 5,exterior,2,59.0,False,False,Ventas,ciudad lineal,113400,118848.0,-5448.0
8551,planta 5,exterior,3,201.0,True,False,Peñagrande,fuencarral,971000,928323.0,42677.0
13677,planta 2,exterior,4,126.0,True,False,Cuzco-Castillejos,tetuan,530000,625395.6666666666,-95395.66666666663
6762,planta 3,exterior,5,202.0,True,False,Vallehermoso,chamberi,825000,897720.0,-72720.0
12936,planta 3,exterior,1,100.0,True,False,Simancas,san-blas,152999,274601.6,-121602.59999999998
6575,planta 1,interior,2,92.0,True,True,Vallehermoso,chamberi,722500,693295.2380952382,29204.761904761777
7336,planta 2,exterior,2,102.0,True,True,Concepción,ciudad lineal,560000,460420.9363636364,99579.0636363636
7266,planta 2,exterior,4,114.0,True,False,Colina,ciudad lineal,650000,623334.2,26665.800000000047
13562,planta 15,exterior,1,74.0,True,False,Cuatro Caminos,tetuan,460000,447870.0,12130.0
8086,planta 1,interior,1,41.0,False,False,Ventas,ciudad lineal,99000,118719.75,-19719.75
661,planta 2,exterior,3,85.0,True,False,Alameda de Osuna,barajas,340000,358331.93,-18331.929999999993
10831,bajo,exterior,3,122.0,True,False,Valdezarza,moncloa,700000,551543.9875,148456.01249999995
9044,planta 2,exterior,3,150.0,True,True,Sanchinarro,hortaleza,660000,644615.0,15385.0
2486,planta 2,exterior,8,528.0,True,False,Recoletos,barrio de salamanca,4450000,3939000.0,511000.0
14405,bajo,exterior,2,67.0,True,True,Orcasitas,usera,195000,212689.8,-17689.79999999999
697,bajo,exterior,3,89.0,True,False,Alameda de Osuna,barajas,365000,358498.95,6501.049999999988
4785,planta 3,interior,2,75.0,True,False,Sol,centro,450000,444651.0,5349.0
2107,planta 5,exterior,3,140.0,True,True,Guindalera,barrio de salamanca,575000,581909.15,-6909.150000000023
15038,planta 4,exterior,3,62.0,False,False,Ambroz,vicalvaro,129000,146285.25,-17285.25
13116,planta 1,exterior,2,46.0,False,False,Simancas,san-blas,126700,153932.0,-27232.0
4634,planta 1,exterior,5,162.0,False,False,Palacio,centro,750000,790150.1209150326,-40150.120915032574
4921,planta 1,exterior,3,134.0,True,False,El Viso,chamartin,643000,780535.0,-137535.0
8983,planta 1,exterior,4,172.0,True,False,Conde Orgaz-Piovera,hortaleza,1132000,1089314.0,42686.0
2508,planta 1,exterior,3,108.0,True,False,Lista,barrio de salamanca,650000,660090.0,-10090.0
8717,planta 1,exterior,2,68.0,True,False,Pilar,fuencarral,239000,228060.6666666667,10939.333333333314
10249,planta 3,interior,4,62.0,False,False,Puerta del Ángel,latina,94000,121202.4,-27202.399999999994
5942,planta 4,interior,3,82.0,True,False,Nuevos Ministerios-Ríos Rosas,chamberi,499000,502760.0,-3760.0
8577,planta 3,exterior,1,63.0,True,True,Peñagrande,fuencarral,275000,311880.0,-36880.0
4936,planta 9,exterior,5,327.0,True,True,Nueva España,chamartin,2300000,2295600.0,4400.0
7648,planta 2,exterior,3,73.0,False,False,Quintana,ciudad lineal,194000,194796.9,-796.8999999999942
1137,planta 5,exterior,4,152.0,True,False,Goya,barrio de salamanca,799000,802800.0,-3800.0
7667,planta 1,exterior,2,71.0,True,False,Concepción,ciudad lineal,279999,280032.7833333333,-33.78333333332557
8182,planta 3,exterior,4,145.0,True,True,La Paz,fuencarral,570000,572270.0,-2270.0
14153,planta 7,exterior,1,42.0,True,True,Cuzco-Castillejos,tetuan,350000,353319.78,-3319.780000000028
1975,planta 1,interior,1,41.0,False,False,Castellana,barrio de salamanca,340000,320847.925,19152.07500000001
449,planta 2,exterior,2,57.0,True,False,Palos de Moguer,Arganzuela,210000,224110.49,-14110.48999999999
9017,planta 1,exterior,3,88.0,False,False,Pinar del Rey,hortaleza,269000,271621.99,-2621.9899999999907
6877,planta 3,exterior,5,460.0,True,False,Almagro,chamberi,3250000,3279270.0,-29270.0
6440,planta 4,exterior,5,299.0,True,True,Almagro,chamberi,1850000,2088715.0,-238715.0
45,planta 1,exterior,3,95.0,True,False,Chopera,Arganzuela,390000,318176.39,71823.60999999999
9077,planta 8,exterior,2,96.0,True,True,Virgen del Cortijo - Manoteras,hortaleza,450000,436746.0,13254.0
7782,planta 4,exterior,2,98.0,True,True,Pueblo Nuevo,ciudad lineal,550000,474008.5,75991.5
12410,planta 2,exterior,4,158.0,True,False,Pacífico,retiro,645000,652102.8,-7102.800000000047
9503,planta 4,exterior,4,178.0,False,False,Palomas,hortaleza,860900,850747.85,10152.150000000023
11993,planta 1,exterior,2,179.0,True,True,Niño Jesús,retiro,820000,809869.5,10130.5
4221,planta 4,exterior,5,142.0,False,False,Huertas-Cortes,centro,830000,743090.0,86910.0
2019,planta 2,exterior,3,135.0,True,False,Lista,barrio de salamanca,990000,914881.0,75119.0
8939,planta 4,exterior,4,130.0,True,True,Sanchinarro,hortaleza,645000,628882.3333333334,16117.666666666628
9079,planta 3,exterior,2,80.0,True,True,Sanchinarro,hortaleza,415000,388060.6466666667,26939.353333333274
4857,planta 5,exterior,5,283.0,True,True,Bernabéu-Hispanoamérica,chamartin,1650000,1671936.0,-21936.0
13530,planta 2,exterior,2,60.0,True,False,Berruguete,tetuan,222000,213829.0,8171.0
12830,planta 1,exterior,1,65.0,True,True,Simancas,san-blas,265000,288621.4,-23621.400000000023
14283,bajo,interior,1,38.0,True,False,Bellas Vistas,tetuan,174900,171050.9,3849.100000000006
10994,planta 2,exterior,3,90.0,True,False,Valdezarza,moncloa,257900,277414.1,-19514.099999999977
8948,planta 3,exterior,4,166.0,True,True,Conde Orgaz-Piovera,hortaleza,820000,1113444.0,-293444.0
2820,bajo,exterior,3,60.0,True,False,Comillas,carabanchel,198000,177901.0,20099.0
12107,planta 2,interior,3,90.0,True,False,Ibiza,retiro,575000,552119.1,22880.900000000023
603,bajo,exterior,1,104.0,True,True,Chopera,Arganzuela,349000,354451.0,-5451.0
9631,planta 7,exterior,3,78.0,True,False,Los Cármenes,latina,339000,278013.0,60987.0
4151,bajo,interior,2,48.0,False,False,Lavapiés-Embajadores,centro,159000,181045.0,-22045.0
5222,planta 1,exterior,3,145.0,True,False,El Viso,chamartin,799000,845425.5,-46425.5
7875,planta 1,exterior,3,101.0,True,False,Concepción,ciudad lineal,260000,342519.99,-82519.98999999999
15185,planta 3,exterior,1,53.0,False,False,Casco Histórico de Vallecas,villa-de-vallecas,170000,156899.3333333333,13100.666666666686
358,planta 1,interior,2,81.0,True,False,Acacias,Arganzuela,135000,232479.0,-97479.0
1174,planta 2,interior,2,36.0,True,False,Goya,barrio de salamanca,292500,275448.0,17052.0
5819,bajo,exterior,2,62.0,True,False,El Viso,chamartin,324500,407921.6666666666,-83421.66666666663
4661,planta 4,exterior,3,262.0,True,False,Chueca-Justicia,centro,2250000,2238490.0,11510.0
2202,planta 2,exterior,4,320.0,True,False,Lista,barrio de salamanca,2700000,2508983.3333333335,191016.6666666665
14652,bajo,exterior,2,58.0,False,False,Pradolongo,usera,122700,125489.78833333334,-2789.788333333345
15603,planta 2,exterior,3,90.0,False,False,Villaverde Alto,villaverde,159900,166211.38333333336,-6311.3833333333605
1900,planta 3,exterior,8,730.0,True,False,Recoletos,barrio de salamanca,6570000,6728900.0,-158900.0
8612,planta 4,exterior,2,62.0,True,False,Pilar,fuencarral,210000,210229.0,-229.0
15748,planta 4,exterior,3,65.0,False,False,Los Ángeles,villaverde,132800,126025.786,6774.214000000007
9655,planta 2,exterior,2,71.0,True,False,Aluche,latina,168000,182516.5,-14516.5
4735,planta 5,exterior,2,49.0,True,False,Sol,centro,425000,425000.0,0.0
10878,planta 1,interior,5,146.0,True,False,Argüelles,moncloa,660000,685250.0,-25250.0
11190,planta 3,exterior,2,65.0,False,False,Vinateros,moratalaz,195000,194990.06666666665,9.933333333348855
1250,planta 4,exterior,3,143.0,True,False,Castellana,barrio de salamanca,950000,1114690.0,-164690.0
6709,planta 1,exterior,4,177.0,True,False,Almagro,chamberi,925000,1033550.0,-108550.0
7885,planta 1,exterior,3,59.0,False,False,Ventas,ciudad lineal,153400,154173.0,-773.0
14675,bajo,exterior,3,67.0,False,False,Zofío,usera,121500,149127.69999999998,-27627.699999999983
6854,planta 6,exterior,4,296.0,True,False,Almagro,chamberi,1900000,1926890.0,-26890.0
6530,planta 6,exterior,4,193.0,True,False,Arapiles,chamberi,790000,831640.0,-41640.0
6852,planta 5,exterior,3,154.0,True,False,Almagro,chamberi,1450000,1409745.5,40254.5
6054,planta 2,exterior,7,320.0,True,False,Nuevos Ministerios-Ríos Rosas,chamberi,1600000,1656280.0,-56280.0
4066,planta 3,exterior,2,100.0,True,False,Malasaña-Universidad,centro,630000,611649.9,18350.099999999977
3290,planta 1,exterior,1,43.0,True,False,Comillas,carabanchel,155000,148025.99,6974.010000000009
4354,bajo,interior,1,20.0,False,False,Lavapiés-Embajadores,centro,75000,92080.0,-17080.0
12086,planta 6,exterior,2,103.0,True,False,Pacífico,retiro,443500,483058.3119047619,-39558.31190476188
11431,planta 2,exterior,2,51.0,False,False,Portazgo,puente-de-vallecas,113000,117975.97833333332,-4975.978333333318
14281,bajo,interior,2,36.0,False,False,Valdeacederas,tetuan,128000,132805.0,-4805.0
12809,planta 10,exterior,3,95.0,True,False,Amposta,san-blas,199000,203306.83,-4306.829999999987
6136,planta 6,exterior,4,216.0,True,False,Vallehermoso,chamberi,1098000,1127449.0,-29449.0
4094,planta 3,exterior,3,93.0,True,False,Lavapiés-Embajadores,centro,399500,421111.74,-21611.73999999999
10666,planta 4,interior,2,70.0,True,False,Casa de Campo,moncloa,350000,333577.5,16422.5
7366,chalet,exterior,4,140.0,False,False,Concepción,ciudad lineal,750000,672169.0,77831.0
8972,planta 2,exterior,4,178.0,True,True,Valdebebas - Valdefuentes,hortaleza,829000,829959.0,-959.0
1050,planta 4,exterior,3,233.0,True,False,Recoletos,barrio de salamanca,2350000,2364600.0,-14600.0
7293,planta 1,exterior,4,117.0,True,True,Pueblo Nuevo,ciudad lineal,350000,343923.48,6076.520000000019
4263,planta 3,interior,1,41.0,False,False,Palacio,centro,157000,157000.0,0.0
13141,planta 2,exterior,2,77.0,True,False,Canillejas,san-blas,234900,250250.24333333335,-15350.243333333347
4895,planta 3,exterior,4,250.0,True,True,Dúplex en Nueva España,chamartin,2600000,2444800.0,155200.0
1866,planta 4,exterior,4,112.0,True,False,Goya,barrio de salamanca,799000,806592.1428571428,-7592.1428571428405
11800,planta 1,exterior,3,61.0,False,False,Portazgo,puente-de-vallecas,115000,115277.35,-277.3500000000058
4438,planta 4,exterior,4,56.0,False,False,Dúplex en Malasaña-Universidad,centro,470000,337588.0,132412.0
1002,bajo,exterior,2,69.0,True,True,Fuente del Berro,barrio de salamanca,449000,427461.36,21538.640000000014
14345,planta 3,interior,1,44.0,True,False,Cuatro Caminos,tetuan,179900,217511.0,-37611.0
2001,planta 1,exterior,2,80.0,True,False,Castellana,barrio de salamanca,750000,726920.0,23080.0
10653,planta 2,exterior,3,152.0,True,True,Valdemarín,moncloa,785000,828777.0,-43777.0
8267,planta 6,exterior,2,50.0,True,False,Pilar,fuencarral,110000,149394.99,-39394.98999999999
5670,planta 7,exterior,2,105.0,True,True,Bernabéu-Hispanoamérica,chamartin,750000,728555.0,21445.0
2430,planta 2,exterior,3,157.0,True,False,Goya,barrio de salamanca,1175000,1180380.0,-5380.0
4627,planta 4,exterior,4,142.0,True,False,Lavapiés-Embajadores,centro,650000,632737.99,17262.01000000001
1207,planta 1,exterior,2,115.0,True,False,Dúplex en Recoletos,barrio de salamanca,745000,1011890.0,-266890.0
3177,bajo,interior,2,56.0,False,False,San Isidro,carabanchel,119000,116739.0,2261.0
